"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"790038","ENSG00000164300","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"790116","ENSG00000164303","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"790195","ENSG00000164304","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"790276","ENSG00000164305","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"790357","ENSG00000164306","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"790436","ENSG00000164307","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"790517","ENSG00000164308","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"790597","ENSG00000164309","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"790679","ENSG00000164323","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"790760","ENSG00000164325","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"790838","ENSG00000164326","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"790918","ENSG00000164327","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"790996","ENSG00000164332","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"791073","ENSG00000164334","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"791153","ENSG00000164342","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"791231","ENSG00000164344","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"791308","ENSG00000164346","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"791384","ENSG00000164347","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"791465","ENSG00000164363","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"791547","ENSG00000164366","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"791625","ENSG00000164379","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"791704","ENSG00000164385","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"791785","ENSG00000164393","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"791867","ENSG00000164398","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"791944","ENSG00000164402","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"792022","ENSG00000164403","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"792098","ENSG00000164405","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"792178","ENSG00000164406","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"792258","ENSG00000164418","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"792340","ENSG00000164430","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"792420","ENSG00000164434","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"792501","ENSG00000164438","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"792580","ENSG00000164440","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"792660","ENSG00000164442","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"792737","ENSG00000164451","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"792813","ENSG00000164458","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"792890","ENSG00000164465","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"792971","ENSG00000164466","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"793050","ENSG00000164483","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"793132","ENSG00000164484","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"793213","ENSG00000164485","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"793295","ENSG00000164488","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"793378","ENSG00000164494","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"793458","ENSG00000164500","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"793536","ENSG00000164506","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"793614","ENSG00000164508","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"793695","ENSG00000164512","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"793774","ENSG00000164520","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"793853","ENSG00000164530","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"793927","ENSG00000164532","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"793998","ENSG00000164542","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"794079","ENSG00000164543","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"794157","ENSG00000164548","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"794234","ENSG00000164556","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"794314","ENSG00000164574","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"794392","ENSG00000164587","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"794472","ENSG00000164588","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"794551","ENSG00000164591","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"794630","ENSG00000164597","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"794711","ENSG00000164603","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"794790","ENSG00000164609","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"794866","ENSG00000164610","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"794947","ENSG00000164611","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"795028","ENSG00000164615","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"795106","ENSG00000164619","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"795186","ENSG00000164626","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"795267","ENSG00000164627","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"795347","ENSG00000164631","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"795426","ENSG00000164645","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"795505","ENSG00000164647","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"795582","ENSG00000164649","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"795660","ENSG00000164651","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"795739","ENSG00000164654","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"795820","ENSG00000164659","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"795898","ENSG00000164663","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"795977","ENSG00000164674","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"796059","ENSG00000164675","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"796141","ENSG00000164683","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"796222","ENSG00000164684","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"796302","ENSG00000164687","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"796384","ENSG00000164690","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"796465","ENSG00000164691","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"796543","ENSG00000164692","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"796619","ENSG00000164694","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"796698","ENSG00000164695","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"796778","ENSG00000164707","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"796858","ENSG00000164708","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"796938","ENSG00000164713","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"797019","ENSG00000164715","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"797097","ENSG00000164733","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"797176","ENSG00000164736","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"797257","ENSG00000164741","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"797338","ENSG00000164742","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"797418","ENSG00000164743","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"797496","ENSG00000164744","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"797574","ENSG00000164746","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"797651","ENSG00000164749","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"797731","ENSG00000164751","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"797813","ENSG00000164754","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"797894","ENSG00000164761","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"797976","ENSG00000164764","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"798059","ENSG00000164776","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"798138","ENSG00000164778","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"798218","ENSG00000164796","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"798298","ENSG00000164808","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"798377","ENSG00000164815","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"798458","ENSG00000164816","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"798540","ENSG00000164818","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"798620","ENSG00000164821","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"798702","ENSG00000164822","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"798782","ENSG00000164823","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"798860","ENSG00000164828","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"798940","ENSG00000164830","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"799023","ENSG00000164841","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"799103","ENSG00000164850","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"799181","ENSG00000164867","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"799262","ENSG00000164877","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"799338","ENSG00000164879","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"799420","ENSG00000164880","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"799499","ENSG00000164885","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"799580","ENSG00000164889","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"799659","ENSG00000164896","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"799741","ENSG00000164897","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"799821","ENSG00000164898","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"799899","ENSG00000164900","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"799981","ENSG00000164904","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"800061","ENSG00000164916","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"800140","ENSG00000164919","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"800223","ENSG00000164920","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"800299","ENSG00000164924","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"800378","ENSG00000164929","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"800458","ENSG00000164930","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"800538","ENSG00000164932","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"800616","ENSG00000164933","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"800693","ENSG00000164934","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"800770","ENSG00000164935","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"800851","ENSG00000164938","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"800929","ENSG00000164941","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"801008","ENSG00000164944","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"801088","ENSG00000164949","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"801168","ENSG00000164951","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"801248","ENSG00000164953","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"801327","ENSG00000164961","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"801407","ENSG00000164967","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"801483","ENSG00000164970","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"801565","ENSG00000164972","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"801645","ENSG00000164976","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"801723","ENSG00000164978","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"801802","ENSG00000164983","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"801882","ENSG00000164985","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"801963","ENSG00000164989","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"802044","ENSG00000165006","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"802122","ENSG00000165023","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"802199","ENSG00000165025","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"802279","ENSG00000165028","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"802358","ENSG00000165029","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"802436","ENSG00000165030","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"802514","ENSG00000165046","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"802592","ENSG00000165059","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"802668","ENSG00000165060","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"802746","ENSG00000165066","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"802826","ENSG00000165071","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"802906","ENSG00000165072","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"802986","ENSG00000165076","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"803066","ENSG00000165084","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"803143","ENSG00000165091","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"803221","ENSG00000165092","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"803303","ENSG00000165097","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"803383","ENSG00000165102","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"803460","ENSG00000165105","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"803538","ENSG00000165113","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"803619","ENSG00000165115","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"803694","ENSG00000165118","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"803773","ENSG00000165119","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"803854","ENSG00000165120","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"803934","ENSG00000165124","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"804013","ENSG00000165125","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"804091","ENSG00000165131","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"804168","ENSG00000165138","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"804246","ENSG00000165140","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"804327","ENSG00000165152","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"804405","ENSG00000165164","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"804486","ENSG00000165168","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"804564","ENSG00000165169","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present",NA
"804643","ENSG00000165171","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"804720","ENSG00000165175","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"804796","ENSG00000165181","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"804879","ENSG00000165182","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"804959","ENSG00000165185","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"805038","ENSG00000165186","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"805115","ENSG00000165188","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"805196","ENSG00000165192","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"805274","ENSG00000165194","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"805354","ENSG00000165195","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"805431","ENSG00000165197","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"805511","ENSG00000165202","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"805591","ENSG00000165209","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"805672","ENSG00000165215","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"805753","ENSG00000165219","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"805834","ENSG00000165233","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"805915","ENSG00000165238","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"805993","ENSG00000165240","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"806066","ENSG00000165244","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"806146","ENSG00000165246","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"806226","ENSG00000165259","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"806306","ENSG00000165264","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"806385","ENSG00000165269","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"806463","ENSG00000165271","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"806540","ENSG00000165272","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"806617","ENSG00000165275","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"806697","ENSG00000165280","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"806777","ENSG00000165282","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"806859","ENSG00000165283","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"806937","ENSG00000165288","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"807018","ENSG00000165300","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"807096","ENSG00000165304","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"807176","ENSG00000165309","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"807255","ENSG00000165312","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"807335","ENSG00000165322","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"807412","ENSG00000165323","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"807492","ENSG00000165325","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"807573","ENSG00000165338","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"807652","ENSG00000165349","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"807731","ENSG00000165355","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"807810","ENSG00000165359","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"807886","ENSG00000165370","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"807960","ENSG00000165376","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"808039","ENSG00000165379","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"808119","ENSG00000165383","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"808196","ENSG00000165388","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"808275","ENSG00000165392","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"808356","ENSG00000165406","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"808438","ENSG00000165409","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"808517","ENSG00000165410","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"808596","ENSG00000165416","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"808675","ENSG00000165417","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"808753","ENSG00000165424","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"808832","ENSG00000165434","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"808912","ENSG00000165443","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"808990","ENSG00000165449","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"809067","ENSG00000165458","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"809141","ENSG00000165471","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"809221","ENSG00000165474","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"809302","ENSG00000165475","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"809383","ENSG00000165478","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"809463","ENSG00000165480","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"809542","ENSG00000165487","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"809619","ENSG00000165490","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"809696","ENSG00000165494","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"809775","ENSG00000165495","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"809856","ENSG00000165496","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"809936","ENSG00000165506","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"810015","ENSG00000165507","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"810094","ENSG00000165509","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"810170","ENSG00000165512","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"810247","ENSG00000165516","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"810324","ENSG00000165521","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"810399","ENSG00000165525","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"810479","ENSG00000165526","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"810558","ENSG00000165527","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"810637","ENSG00000165533","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"810714","ENSG00000165548","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"810795","ENSG00000165553","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"810874","ENSG00000165555","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"810953","ENSG00000165556","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"811034","ENSG00000165566","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"811113","ENSG00000165568","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"811192","ENSG00000165572","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811271","ENSG00000165583","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811352","ENSG00000165584","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811432","ENSG00000165588","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"811508","ENSG00000165591","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811586","ENSG00000165606","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"811665","ENSG00000165609","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811742","ENSG00000165617","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"811821","ENSG00000165623","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811900","ENSG00000165626","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"811979","ENSG00000165629","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"812058","ENSG00000165630","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"812138","ENSG00000165633","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"812216","ENSG00000165637","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"812296","ENSG00000165644","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
