"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"38","ENSG00000000003","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present","Present"
"118","ENSG00000000005","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"199","ENSG00000000419","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"276","ENSG00000000457","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"354","ENSG00000000460","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"432","ENSG00000000938","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"512","ENSG00000000971","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"594","ENSG00000001036","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"676","ENSG00000001084","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"757","ENSG00000001167","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"838","ENSG00000001461","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"915","ENSG00000001497","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"995","ENSG00000001561","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"1075","ENSG00000001617","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1156","ENSG00000001626","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"1236","ENSG00000001629","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1315","ENSG00000001630","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1396","ENSG00000001631","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"1476","ENSG00000002330","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"1558","ENSG00000002549","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"1639","ENSG00000002586","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"1721","ENSG00000002587","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"1801","ENSG00000002726","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"1882","ENSG00000002745","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"1961","ENSG00000002746","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"2040","ENSG00000002822","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"2120","ENSG00000002834","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"2201","ENSG00000002919","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"2281","ENSG00000002933","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"2359","ENSG00000003056","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"2439","ENSG00000003096","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"2518","ENSG00000003137","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"2597","ENSG00000003147","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"2673","ENSG00000003249","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"2752","ENSG00000003393","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"2830","ENSG00000003400","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"2912","ENSG00000003402","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"2992","ENSG00000003436","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"3074","ENSG00000003509","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"3151","ENSG00000003756","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"3230","ENSG00000003987","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"3310","ENSG00000003989","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"3390","ENSG00000004139","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"3469","ENSG00000004399","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"3550","ENSG00000004455","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"3632","ENSG00000004468","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"3713","ENSG00000004478","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"3792","ENSG00000004487","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"3870","ENSG00000004534","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"3951","ENSG00000004660","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"4032","ENSG00000004700","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"4110","ENSG00000004766","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"4189","ENSG00000004776","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"4270","ENSG00000004777","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"4350","ENSG00000004779","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"4429","ENSG00000004799","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"4511","ENSG00000004809","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"4592","ENSG00000004838","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"4673","ENSG00000004846","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"4753","ENSG00000004864","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"4833","ENSG00000004866","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"4912","ENSG00000004897","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"4989","ENSG00000004939","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"5067","ENSG00000004948","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"5147","ENSG00000004961","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"5223","ENSG00000004975","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"5304","ENSG00000005001","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"5385","ENSG00000005007","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"5467","ENSG00000005020","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"5547","ENSG00000005022","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"5628","ENSG00000005059","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"5709","ENSG00000005073","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"5788","ENSG00000005075","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"5868","ENSG00000005102","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"5947","ENSG00000005108","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"6025","ENSG00000005156","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"6105","ENSG00000005175","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"6184","ENSG00000005187","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"6262","ENSG00000005189","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"6342","ENSG00000005194","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"6421","ENSG00000005238","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"6500","ENSG00000005243","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"6580","ENSG00000005249","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"6654","ENSG00000005302","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"6736","ENSG00000005339","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"6815","ENSG00000005379","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"6897","ENSG00000005381","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"6979","ENSG00000005421","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"7056","ENSG00000005448","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected",NA,NA
"7138","ENSG00000005469","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"7219","ENSG00000005471","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"7301","ENSG00000005483","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"7382","ENSG00000005486","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"7459","ENSG00000005513","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"7537","ENSG00000005700","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"7617","ENSG00000005801","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"7696","ENSG00000005810","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"7776","ENSG00000005812","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"7857","ENSG00000005844","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"7939","ENSG00000005882","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"8016","ENSG00000005884","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"8096","ENSG00000005889","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"8176","ENSG00000005893","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"8257","ENSG00000005955","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"8340","ENSG00000005961","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"8423","ENSG00000005981","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"8505","ENSG00000006015","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"8586","ENSG00000006016","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"8667","ENSG00000006025","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"8750","ENSG00000006042","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"8829","ENSG00000006047","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"8911","ENSG00000006059","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"8992","ENSG00000006071","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"9071","ENSG00000006114","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"9153","ENSG00000006116","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"9232","ENSG00000006118","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"9309","ENSG00000006125","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"9384","ENSG00000006128","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"9464","ENSG00000006194","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"9546","ENSG00000006210","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"9627","ENSG00000006282","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"9708","ENSG00000006283","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"9783","ENSG00000006327","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"9861","ENSG00000006377","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"9941","ENSG00000006432","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"10023","ENSG00000006451","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"10105","ENSG00000006453","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"10187","ENSG00000006459","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"10267","ENSG00000006530","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"10348","ENSG00000006534","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"10427","ENSG00000006555","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"10509","ENSG00000006576","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"10588","ENSG00000006607","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"10668","ENSG00000006611","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"10750","ENSG00000006625","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"10833","ENSG00000006634","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected",NA
"10911","ENSG00000006652","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"10990","ENSG00000006695","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"11072","ENSG00000006704","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"11152","ENSG00000006712","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"11228","ENSG00000006715","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"11309","ENSG00000006740","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"11388","ENSG00000006744","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"11466","ENSG00000006747","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"11548","ENSG00000006756","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"11626","ENSG00000006757","liver","hepatocytes","Not detected","APE","Supportive","Present","Present","Present",NA
"11701","ENSG00000006788","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"11781","ENSG00000006831","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"11859","ENSG00000006837","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"11940","ENSG00000007038","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"12020","ENSG00000007047","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"12098","ENSG00000007062","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"12180","ENSG00000007080","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"12262","ENSG00000007129","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"12340","ENSG00000007168","liver","hepatocytes","Present","APE","Supportive","Not detected",NA,NA,NA
"12420","ENSG00000007171","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"12497","ENSG00000007174","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"12578","ENSG00000007202","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"12659","ENSG00000007216","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"12738","ENSG00000007237","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"12815","ENSG00000007255","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"12889","ENSG00000007264","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"12969","ENSG00000007306","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"13049","ENSG00000007312","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"13125","ENSG00000007314","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"13204","ENSG00000007341","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"13284","ENSG00000007350","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"13366","ENSG00000007372","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"13449","ENSG00000007376","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"13526","ENSG00000007392","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"13605","ENSG00000007402","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"13683","ENSG00000007516","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"13763","ENSG00000007520","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"13841","ENSG00000007541","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"13922","ENSG00000007545","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"14000","ENSG00000007866","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"14078","ENSG00000007908","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"14159","ENSG00000007923","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected",NA,NA
"14241","ENSG00000007933","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"14322","ENSG00000007952","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"14402","ENSG00000007968","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"14482","ENSG00000008018","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"14565","ENSG00000008056","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"14643","ENSG00000008083","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"14721","ENSG00000008086","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"14801","ENSG00000008118","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"14882","ENSG00000008128","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"14961","ENSG00000008130","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"15040","ENSG00000008196","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present","Present","Present"
"15116","ENSG00000008197","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"15197","ENSG00000008226","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"15279","ENSG00000008256","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"15355","ENSG00000008277","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"15433","ENSG00000008282","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"15514","ENSG00000008283","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"15594","ENSG00000008294","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"15671","ENSG00000008300","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"15752","ENSG00000008311","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"15831","ENSG00000008323","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"15910","ENSG00000008324","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"15988","ENSG00000008382","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"16066","ENSG00000008394","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"16145","ENSG00000008405","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"16224","ENSG00000008438","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"16299","ENSG00000008513","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"16380","ENSG00000008516","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"16459","ENSG00000008517","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"16539","ENSG00000008710","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"16621","ENSG00000008735","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"16699","ENSG00000008838","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"16780","ENSG00000008853","liver","hepatocytes","Present","APE","Uncertain","Not detected",NA,NA,NA
"16861","ENSG00000008869","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"16939","ENSG00000008952","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"17016","ENSG00000008988","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"17096","ENSG00000009307","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"17175","ENSG00000009335","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"17255","ENSG00000009413","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"17334","ENSG00000009694","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"17414","ENSG00000009724","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"17494","ENSG00000009765","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"17575","ENSG00000009780","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"17654","ENSG00000009790","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"17732","ENSG00000009830","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"17809","ENSG00000009844","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"17890","ENSG00000009954","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"17969","ENSG00000010017","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"18050","ENSG00000010030","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"18131","ENSG00000010072","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"18213","ENSG00000010165","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"18290","ENSG00000010219","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"18371","ENSG00000010244","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"18453","ENSG00000010256","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"18533","ENSG00000010270","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"18611","ENSG00000010278","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"18690","ENSG00000010282","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"18770","ENSG00000010292","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"18850","ENSG00000010310","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"18931","ENSG00000010318","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"19010","ENSG00000010319","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"19088","ENSG00000010322","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"19167","ENSG00000010327","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"19243","ENSG00000010361","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"19322","ENSG00000010379","liver","hepatocytes","Not detected","APE","Uncertain","Present",NA,NA,NA
"19402","ENSG00000010438","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"19483","ENSG00000010539","liver","hepatocytes","Present","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"19561","ENSG00000010610","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"19643","ENSG00000010626","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected","Not detected",NA
"19726","ENSG00000010671","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"19808","ENSG00000010704","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"19890","ENSG00000010803","liver","hepatocytes","Present","APE","Uncertain","Present",NA,NA,NA
"19966","ENSG00000010810","liver","hepatocytes","Present","APE","Supportive","Not detected","Not detected","Not detected","Not detected"
"20047","ENSG00000010818","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"20124","ENSG00000010932","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"20203","ENSG00000011007","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"20281","ENSG00000011021","liver","hepatocytes","Not detected","APE","Uncertain","Not detected",NA,NA,NA
"20361","ENSG00000011028","liver","hepatocytes","Not detected","APE","Supportive","Not detected","Not detected",NA,NA
"20442","ENSG00000011052","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"20523","ENSG00000011083","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"20602","ENSG00000011105","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"20681","ENSG00000011114","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"20758","ENSG00000011132","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"20838","ENSG00000011143","liver","hepatocytes","Present","APE","Supportive","Present",NA,NA,NA
"20916","ENSG00000011198","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"20997","ENSG00000011243","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present",NA
"21077","ENSG00000011258","liver","hepatocytes","Present","APE","Uncertain","Present","Present",NA,NA
"21157","ENSG00000011260","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present",NA
"21236","ENSG00000011275","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"21317","ENSG00000011295","liver","hepatocytes","Present","APE","Supportive","Present","Present",NA,NA
"21396","ENSG00000011304","liver","hepatocytes","Not detected","APE","Supportive","Present",NA,NA,NA
"21474","ENSG00000011332","liver","hepatocytes","Not detected","APE","Uncertain","Present","Present",NA,NA
"21549","ENSG00000011347","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected",NA
"21627","ENSG00000011376","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"21710","ENSG00000011405","liver","hepatocytes","Present","APE","Uncertain","Present","Present","Present","Present"
"21788","ENSG00000011422","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected","Not detected","Not detected"
"21869","ENSG00000011426","liver","hepatocytes","Not detected","APE","Supportive","Present","Present",NA,NA
"21951","ENSG00000011451","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"22029","ENSG00000011465","liver","hepatocytes","Not detected","APE","Supportive","Not detected",NA,NA,NA
"22111","ENSG00000011478","liver","hepatocytes","Not detected","APE","Uncertain","Not detected","Not detected",NA,NA
"22192","ENSG00000011485","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
"22271","ENSG00000011523","liver","hepatocytes","Present","APE","Supportive","Present","Present","Present","Present"
