"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"643789","ENSG00000149243","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"645775","ENSG00000149483","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"649720","ENSG00000149970","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"651224","ENSG00000150457","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"652019","ENSG00000150593","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"652890","ENSG00000150687","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"653367","ENSG00000150768","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"653448","ENSG00000150773","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"658505","ENSG00000151422","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"666948","ENSG00000152404","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"668592","ENSG00000152556","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"670809","ENSG00000152784","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"672636","ENSG00000153015","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"678498","ENSG00000153902","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"681134","ENSG00000154174","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"685762","ENSG00000154768","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"692587","ENSG00000155792","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"697673","ENSG00000156345","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"705316","ENSG00000157227","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"708015","ENSG00000157600","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"709694","ENSG00000157823","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"711363","ENSG00000157999","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"714363","ENSG00000158402","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"728951","ENSG00000160097","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"730458","ENSG00000160200","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"733028","ENSG00000160360","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"736279","ENSG00000160781","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"739237","ENSG00000161021","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"747283","ENSG00000162236","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"748871","ENSG00000162391","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"768228","ENSG00000163412","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"769415","ENSG00000163479","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"782083","ENSG00000164008","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"783984","ENSG00000164066","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"794866","ENSG00000164610","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"795898","ENSG00000164663","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"798059","ENSG00000164776","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"804327","ENSG00000165152","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"806226","ENSG00000165259","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"814264","ENSG00000165731","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"816333","ENSG00000165861","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"823402","ENSG00000166262","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"824350","ENSG00000166313","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"829722","ENSG00000166592","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"831399","ENSG00000166748","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"839272","ENSG00000167182","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"839595","ENSG00000167193","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"842368","ENSG00000167383","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"843798","ENSG00000167522","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"851997","ENSG00000167904","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"855015","ENSG00000168061","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"862311","ENSG00000168522","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"866189","ENSG00000168802","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"871713","ENSG00000169169","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"877619","ENSG00000169554","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"878579","ENSG00000169607","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"880572","ENSG00000169744","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"881597","ENSG00000169814","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"881755","ENSG00000169836","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"884613","ENSG00000169981","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"887716","ENSG00000170260","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"888350","ENSG00000170276","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"888822","ENSG00000170312","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"891468","ENSG00000170456","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"892101","ENSG00000170477","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"892742","ENSG00000170522","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"895850","ENSG00000170745","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"902976","ENSG00000171206","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"904975","ENSG00000171357","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"906491","ENSG00000171453","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"909768","ENSG00000171612","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"910085","ENSG00000171634","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"915415","ENSG00000171988","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"919617","ENSG00000172318","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"920819","ENSG00000172367","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"923206","ENSG00000172543","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"926646","ENSG00000172809","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"931721","ENSG00000173210","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"932357","ENSG00000173230","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"933860","ENSG00000173369","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"935457","ENSG00000173480","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"937523","ENSG00000173614","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"938955","ENSG00000173726","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"945720","ENSG00000174348","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"948573","ENSG00000174600","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"949769","ENSG00000174740","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"951116","ENSG00000174871","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"953334","ENSG00000175048","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"956527","ENSG00000175305","liver","hepatocytes","High","APE","Supportive","Low","Low","Low","Low"
"958057","ENSG00000175416","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"961299","ENSG00000175707","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"965900","ENSG00000176148","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"969950","ENSG00000176542","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"973197","ENSG00000176890","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"974225","ENSG00000176946","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"974377","ENSG00000176973","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"974532","ENSG00000176978","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"977625","ENSG00000177283","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"981666","ENSG00000177628","liver","hepatocytes","Low","APE","Supportive","High","High","High","High"
"987862","ENSG00000178199","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"990881","ENSG00000178498","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"997214","ENSG00000179085","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"1000528","ENSG00000179387","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1002174","ENSG00000179603","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1002415","ENSG00000179630","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1005903","ENSG00000179965","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1008036","ENSG00000180245","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1008192","ENSG00000180257","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1014571","ENSG00000180881","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"1015210","ENSG00000180917","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1015612","ENSG00000180964","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1020066","ENSG00000181472","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"1028441","ENSG00000182256","liver","hepatocytes","Low","APE","Uncertain","High","High","High","High"
"1029080","ENSG00000182315","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
"1030030","ENSG00000182359","liver","hepatocytes","High","APE","Uncertain","Low","Low","Low","Low"
