"","Gene","Tissue","Cell.type","Level","Expression.type","Reliability","Canc.Level.50","Canc.Level.75","Canc.Level.90","Canc.Level.100"
"1249261","ENSG00000221990","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1251318","ENSG00000223638","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1254922","ENSG00000226650","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1259022","ENSG00000229117","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1259185","ENSG00000229292","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1261531","ENSG00000231122","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1270289","ENSG00000236575","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1279950","ENSG00000242689","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1282723","ENSG00000243725","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1285976","ENSG00000247077","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"1286296","ENSG00000247746","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1286374","ENSG00000248098","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1287488","ENSG00000248905","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"1295199","ENSG00000254692","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1297979","ENSG00000255730","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1299881","ENSG00000256500","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1302582","ENSG00000257950","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"1304980","ENSG00000259305","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1305137","ENSG00000259332","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1306790","ENSG00000261147","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1308522","ENSG00000262633","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1309149","ENSG00000263203","liver","bile duct cells","High","APE","Uncertain","Low","Low","Low","Low"
"1311927","ENSG00000267508","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1312164","ENSG00000267561","liver","bile duct cells","Low","APE","Supportive","High","High","High","High"
"1314869","ENSG00000269223","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
"1316301","ENSG00000270024","liver","bile duct cells","Low","APE","Uncertain","High","High","High","High"
